63820919530867;COL;4120;(113.3, 32.1, 0.0);2
63820919534667;COL;8218;(29.9, 4.3, 0.0);2
63820919540225;COL;8219;(40.6, 32.1, 0.0);2
63820919540601;COL;4122;(123.9, 4.3, 0.0);2
63820919542626;COL;4123;(123.9, 4.3, 0.0);2
63820919544200;COL;8220;(10.7, 32.1, 0.0);2
63820919546025;COL;4124;(138.9, 32.1, 0.0);2
63820919546767;COL;8221;(15.0, 4.3, 0.0);2
63820919552826;COL;8222;(15.0, 4.3, 0.0);2
63820919559900;COL;8224;(15.0, 4.3, 0.0);2
63820919560767;COL;4125;(136.8, 4.3, 0.0);2
63820919564768;COL;4126;(136.8, 4.3, 0.0);2
63820919572125;COL;4127;(123.9, 32.1, 0.0);2
63820919577167;COL;4128;(115.4, 32.1, 0.0);2
63820919580884;COL;4129;(121.8, 4.3, 0.0);2
63820919583684;COL;8228;(36.3, 32.1, 0.0);2
63820919586167;COL;4130;(98.3, 32.1, 0.0);2
63820919588300;COL;4131;(121.8, 32.1, 0.0);2
63820919598267;COL;4132;(68.4, 32.1, 0.0);2
63820919601101;COL;8230;(15.0, 4.3, 0.0);2
63820919603367;COL;4133;(59.8, 4.3, 0.0);2
63820919607309;COL;8231;(23.5, 4.3, 0.0);2
63820919615483;COL;4136;(47.0, 32.1, 0.0);2
63820919617884;COL;8232;(36.3, 32.1, 0.0);2
63820919621025;COL;4137;(55.6, 4.3, 0.0);2
63820919623725;COL;4138;(32.1, 32.1, 0.0);2
63820919625608;COL;4139;(70.5, 32.1, 0.0);2
63820919627366;COL;4140;(57.7, 32.1, 0.0);2
63820919628409;COL;4141;(49.2, 32.1, 0.0);2
63820919629342;COL;8233;(29.9, 4.3, 0.0);2
63820919632467;COL;4142;(59.8, 32.1, 0.0);2
63820919635342;COL;8235;(23.5, 4.3, 0.0);2
63820919638967;COL;8236;(4.3, 32.1, 0.0);2
63820919641209;COL;8237;(51.3, 32.1, 0.0);2
63820919645009;COL;4145;(89.8, 32.1, 0.0);2
63820919650126;COL;4146;(17.1, 32.1, 0.0);2
63820919651808;COL;4147;(72.7, 32.1, 0.0);2
63820919651808;COL;8238;(21.4, 32.1, 0.0);2
63820919659141;COL;4148;(42.7, 32.1, 0.0);2
63820919660967;COL;4149;(36.3, 32.1, 0.0);2
63820919662541;COL;8240;(21.4, 4.3, 0.0);2
63820919662642;COL;4150;(27.8, 32.1, 0.0);2
63820919664542;COL;8241;(21.4, 4.3, 0.0);2
63820919666567;COL;8242;(21.4, 4.3, 0.0);2
63820919669308;COL;4151;(15.0, 4.3, 0.0);2
63820919672808;COL;4152;(29.9, 32.1, 0.0);2
63820919673283;COL;4153;(15.0, 4.3, 0.0);2
63820919675908;COL;8243;(21.4, 32.1, 0.0);2
63820919683641;COL;4154;(23.5, 32.1, 0.0);2
63820919685667;COL;8246;(15.0, 4.3, 0.0);2
63820919689025;COL;4155;(49.2, 32.1, 0.0);2
63820919698667;COL;8247;(36.3, 32.1, 0.0);2
63820919701966;COL;4159;(23.5, 32.1, 0.0);2
63820919706925;COL;4160;(53.4, 32.1, 0.0);2
63820919707608;COL;4161;(38.5, 4.3, 0.0);2
63820919710866;COL;8248;(15.0, 4.3, 0.0);2
63820919711625;COL;4163;(38.5, 4.3, 0.0);2
63820919711908;COL;4162;(32.1, 32.1, 0.0);2
63820919716983;COL;8249;(15.0, 4.3, 0.0);2
63820919717608;COL;4165;(38.5, 4.3, 0.0);2
63820919718624;COL;4166;(38.5, 4.3, 0.0);2
63820919719982;COL;8250;(15.0, 4.3, 0.0);2
63820919722909;COL;4167;(36.3, 32.1, 0.0);2
63820919727725;COL;4168;(38.5, 4.3, 0.0);2
63820919734008;COL;4169;(47.0, 32.1, 0.0);2
63820919735066;COL;8251;(15.0, 4.3, 0.0);2
63820919737108;COL;8252;(15.0, 4.3, 0.0);2
63820919740108;COL;8253;(15.0, 4.3, 0.0);2
63820919743066;COL;4171;(42.7, 32.1, 0.0);2
63820919747107;COL;4172;(32.1, 32.1, 0.0);2
63820919749341;COL;4173;(57.7, 32.1, 0.0);2
63820919751783;COL;4174;(23.5, 4.3, 0.0);2
63820919755066;COL;4175;(25.6, 32.1, 0.0);2
63820919755466;COL;8254;(15.0, 32.1, 0.0);2
63820919757241;COL;8255;(15.0, 4.3, 0.0);2
63820919758108;COL;4176;(23.5, 32.1, 0.0);2
63820919760324;COL;4177;(40.6, 32.1, 0.0);2
63820919772841;COL;4178;(49.2, 4.3, 0.0);2
63820919776866;COL;4179;(49.2, 4.3, 0.0);2
63820919781441;COL;8257;(4.3, 23.5, 0.0);2
63820919784425;COL;4180;(68.4, 32.1, 0.0);2
63820919785907;COL;4181;(49.2, 4.3, 0.0);2
63820919788483;COL;4182;(68.4, 32.1, 0.0);2
63820919789408;COL;8258;(29.9, 4.3, 0.0);2
63820919795646;COL;4183;(27.8, 32.1, 0.0);2
63820919796104;COL;4184;(49.2, 4.3, 0.0);2
63820919796762;COL;8259;(34.2, 32.1, 0.0);2
63820919802087;COL;8260;(21.4, 32.1, 0.0);2
63820919802288;COL;4186;(62.0, 32.1, 0.0);2
63820919804387;COL;4187;(76.9, 32.1, 0.0);2
63820919806820;COL;8261;(36.3, 32.1, 0.0);2
63820919813963;COL;4189;(96.2, 32.1, 0.0);2
63820919816963;COL;4190;(34.2, 32.1, 0.0);2
63820919820021;COL;4191;(89.8, 32.1, 0.0);2
63820919821146;COL;8262;(23.5, 32.1, 0.0);2
63820919824045;COL;8263;(51.3, 32.1, 0.0);2
63820919827120;COL;8264;(53.4, 32.1, 0.0);2
63820919829720;COL;8265;(42.7, 4.3, 0.0);2
63820919833746;COL;4194;(87.6, 32.1, 0.0);2
63820919837245;COL;4195;(70.5, 4.3, 0.0);2
63820919838588;COL;8267;(66.2, 32.1, 0.0);2
63820919840821;COL;4196;(49.2, 32.1, 0.0);2
63820919849246;COL;8269;(51.3, 32.1, 0.0);2
63820919849921;COL;8270;(42.7, 4.3, 0.0);2
63820919855762;COL;4198;(119.7, 32.1, 0.0);2
63820919861920;COL;8271;(55.6, 4.3, 0.0);2
63820919868146;COL;8273;(55.6, 4.3, 0.0);2
63820919877187;COL;8275;(59.8, 4.3, 0.0);2
63820919877204;COL;4200;(132.5, 32.1, 0.0);2
63820919879804;COL;4201;(109.0, 32.1, 0.0);2
63820919880363;COL;8276;(59.8, 32.1, 0.0);2
63820919882246;COL;8277;(59.8, 4.3, 0.0);2
63820919884262;COL;8278;(59.8, 4.3, 0.0);2
63820919884787;COL;4202;(115.4, 4.3, 0.0);2
63820919887121;COL;8279;(59.8, 4.3, 0.0);2
63820919890145;COL;8280;(59.8, 4.3, 0.0);2
63820919892187;COL;8281;(59.8, 4.3, 0.0);2
63820919902403;COL;8282;(49.2, 4.3, 0.0);2
63820919902745;COL;4204;(123.9, 4.3, 0.0);2
63820919905704;COL;8283;(32.1, 32.1, 0.0);2
63820919920746;COL;8284;(19.2, 32.1, 0.0);2
63820919922104;COL;4205;(173.1, 32.1, 0.0);2
63820919922820;COL;8285;(15.0, 32.1, 0.0);2
63820919924120;COL;4206;(185.9, 32.1, 0.0);2
63820919925787;COL;4207;(164.5, 4.3, 0.0);2
63820919931487;COL;4208;(156.0, 32.1, 0.0);2
63820919934020;COL;4209;(196.6, 32.1, 0.0);2
63820919939903;COL;8288;(23.5, 32.1, 0.0);2
63820919943962;COL;4211;(200.9, 4.3, 0.0);2
63820919944587;COL;4210;(226.5, 32.1, 0.0);2
63820919947762;COL;8289;(27.8, 2.1, 0.0);2
63820919948920;COL;4213;(200.9, 4.3, 0.0);2
63820919950920;COL;8290;(27.8, 32.1, 0.0);2
63820919952645;COL;8291;(29.9, 4.3, 0.0);2
63820919957745;COL;4215;(232.9, 4.3, 0.0);2
63820919960746;COL;8292;(23.5, 4.3, 0.0);2
63820919965021;COL;8293;(25.6, 32.1, 0.0);2
63820919967287;COL;8294;(40.6, 32.1, 0.0);2
63820919971503;COL;4218;(230.8, 32.1, 0.0);2
63820919972304;COL;8296;(10.7, 32.1, 0.0);2
63820919972845;COL;8297;(29.9, 4.3, 0.0);2
63820919982445;COL;4220;(267.1, 21.4, 0.0);2
63820919987628;COL;4221;(258.6, 32.1, 0.0);2
63820919992387;COL;8300;(36.3, 32.1, 0.0);2
63820919994862;COL;8301;(51.3, 32.1, 0.0);2
63820919997062;COL;8303;(29.9, 4.3, 0.0);2
63820920000345;COL;8304;(27.8, 32.1, 0.0);2
63820920002662;COL;8305;(8.5, 32.1, 0.0);2
63820920005628;COL;4223;(241.5, 32.1, 0.0);2
63820920009804;COL;4224;(258.6, 32.1, 0.0);2
63820920011103;COL;8307;(4.3, 21.4, 0.0);2
63820920011387;COL;4225;(243.6, 4.3, 0.0);2
63820920012187;COL;8308;(38.5, 4.3, 0.0);2
63820920017286;COL;8309;(38.5, 4.3, 0.0);2
63820920021587;COL;4226;(243.6, 4.3, 0.0);2
63820920026987;COL;4227;(252.2, 32.1, 0.0);2
63820920028962;COL;8311;(47.0, 32.1, 0.0);2
63820920032829;COL;8312;(36.3, 4.3, 0.0);2
63820920036961;COL;4228;(203.0, 32.1, 0.0);2
63820920040161;COL;4229;(228.7, 32.1, 0.0);2
63820920040387;COL;8314;(29.9, 4.3, 0.0);2
63820920045962;COL;8315;(4.3, 25.6, 0.0);2
63820920057003;COL;8318;(4.3, 25.6, 0.0);2
63820920059903;COL;8319;(15.0, 32.1, 0.0);2
63820920065503;COL;4231;(192.3, 6.4, 0.0);2
63820920071903;COL;8320;(27.8, 32.1, 0.0);2
63820920075086;COL;4232;(222.2, 32.1, 0.0);2
63820920077703;COL;8322;(29.9, 4.3, 0.0);2
63820920078203;COL;4233;(215.8, 32.1, 0.0);2
63820920081261;COL;8323;(42.7, 32.1, 0.0);2
63820920085828;COL;8324;(15.0, 4.3, 0.0);2
63820920090787;COL;8325;(15.0, 4.3, 0.0);2
63820920092244;COL;4234;(215.8, 32.1, 0.0);2
63820920092828;COL;8326;(15.0, 4.3, 0.0);2
63820920094061;COL;4235;(218.0, 32.1, 0.0);2
63820920095845;COL;8327;(15.0, 4.3, 0.0);2
63820920097128;COL;4236;(203.0, 32.1, 0.0);2
63820920098628;COL;4237;(235.1, 32.1, 0.0);2
63820920099828;COL;8328;(15.0, 4.3, 0.0);2
63820920104961;COL;4238;(207.3, 4.3, 0.0);2
63820920109586;COL;8330;(36.3, 32.1, 0.0);2
63820920110986;COL;8331;(15.0, 4.3, 0.0);2
63820920111486;COL;4240;(211.6, 32.1, 0.0);2
63820920115986;COL;8333;(15.0, 4.3, 0.0);2
63820920117228;COL;4242;(235.1, 32.1, 0.0);2
63820920118028;COL;8334;(15.0, 4.3, 0.0);2
63820920118404;COL;4243;(245.8, 32.1, 0.0);2
63820920121044;COL;8335;(15.0, 4.3, 0.0);2
63820920122603;COL;4244;(237.2, 32.1, 0.0);2
63820920127986;COL;4246;(232.9, 4.3, 0.0);2
63820920138044;COL;4249;(192.3, 6.4, 0.0);2
63820920141061;COL;4250;(183.8, 4.3, 0.0);2
63820920146086;COL;4251;(192.3, 4.3, 0.0);2
63820920148485;COL;8337;(47.0, 32.1, 0.0);2
63820920149286;COL;4252;(192.3, 4.3, 0.0);2
63820920156160;COL;4253;(192.3, 4.3, 0.0);2
63820920158186;COL;4254;(192.3, 4.3, 0.0);2
63820920159186;COL;4255;(192.3, 4.3, 0.0);2
63820920163261;COL;8339;(55.6, 4.3, 0.0);2
63820920164944;COL;4256;(220.1, 32.1, 0.0);2
63820920165261;COL;4257;(192.3, 6.4, 0.0);2
63820920167686;COL;8340;(62.0, 32.1, 0.0);2
63820920170344;COL;8341;(49.2, 4.3, 0.0);2
63820920171561;COL;4259;(196.6, 32.1, 0.0);2
63820920178086;COL;8343;(76.9, 32.1, 0.0);2
63820920180827;COL;8344;(40.6, 32.1, 0.0);2
63820920181586;COL;4260;(203.0, 32.1, 0.0);2
63820920184602;COL;8345;(49.2, 4.3, 0.0);2
63820920186486;COL;4261;(192.3, 6.4, 0.0);2
63820920189627;COL;4262;(190.2, 32.1, 0.0);2
63820920191686;COL;8347;(49.2, 4.3, 0.0);2
63820920197002;COL;4263;(175.2, 32.1, 0.0);2
63820920197302;COL;4264;(192.3, 4.3, 0.0);2
63820920198044;COL;8348;(23.5, 32.1, 0.0);2
63820920198544;COL;8349;(42.7, 4.3, 0.0);2
63820920199302;COL;4265;(192.3, 4.3, 0.0);2
63820920201644;COL;8350;(40.6, 2.1, 0.0);2
63820920203585;COL;8351;(42.7, 4.3, 0.0);2
63820920210161;COL;4267;(207.3, 4.3, 0.0);2
63820920215986;COL;8352;(34.2, 32.1, 0.0);2
63820920220203;COL;4269;(198.7, 32.1, 0.0);2
63820920220745;COL;8353;(42.7, 4.3, 0.0);2
63820920221927;COL;4270;(192.3, 6.4, 0.0);2
63820920226927;COL;4271;(235.1, 32.1, 0.0);2
63820920227286;COL;8354;(72.7, 32.1, 0.0);2
63820920228944;COL;8355;(49.2, 4.3, 0.0);2
63820920229644;COL;4272;(192.3, 6.4, 0.0);2
63820920231560;COL;4273;(198.7, 4.3, 0.0);2
63820920235702;COL;4274;(192.3, 6.4, 0.0);2
63820920238628;COL;4275;(192.3, 6.4, 0.0);2
63820920244644;COL;4276;(192.3, 6.4, 0.0);2
63820920245903;COL;8356;(49.2, 4.3, 0.0);2
63820920246703;COL;4277;(192.3, 6.4, 0.0);2
63820920249343;COL;8357;(38.5, 32.1, 0.0);2
63820920251227;COL;8358;(55.6, 32.1, 0.0);2
63820920257227;COL;8360;(68.4, 32.1, 0.0);2
63820920270502;COL;8362;(53.4, 32.1, 0.0);2
63820920273686;COL;8363;(49.2, 32.1, 0.0);2
63820920274127;COL;8364;(70.5, 4.3, 0.0);2
63820920276260;COL;4283;(205.2, 32.1, 0.0);2
63820920288185;COL;8366;(70.5, 4.3, 0.0);2
63820920292527;COL;4284;(209.4, 32.1, 0.0);2
63820920293844;COL;4285;(207.3, 4.3, 0.0);2
63820920296160;COL;4286;(205.2, 32.1, 0.0);2
63820920303344;COL;4287;(222.2, 32.1, 0.0);2
63820920304585;COL;8369;(72.7, 32.1, 0.0);2
63820920309302;COL;4288;(200.9, 32.1, 0.0);2
63820920309602;COL;8371;(76.9, 32.1, 0.0);2
63820920314643;COL;8372;(106.9, 32.1, 0.0);2
63820920315244;COL;4289;(235.1, 32.1, 0.0);2
63820920318702;COL;4290;(213.7, 32.1, 0.0);2
63820920323485;COL;4291;(252.2, 32.1, 0.0);2
63820920330785;COL;8373;(68.4, 32.1, 0.0);2
63820920333427;COL;4293;(237.2, 32.1, 0.0);2
63820920335127;COL;4294;(243.6, 4.3, 0.0);2
63820920341585;COL;8376;(59.8, 4.3, 0.0);2
63820920343602;COL;8377;(59.8, 4.3, 0.0);2
63820920346101;COL;4295;(237.2, 32.1, 0.0);2
63820920347227;COL;4296;(258.6, 4.3, 0.0);2
63820920350585;COL;4297;(250.0, 32.1, 0.0);2
63820920351227;COL;4298;(258.6, 4.3, 0.0);2
63820920355469;COL;8379;(87.6, 32.1, 0.0);2
63820920357243;COL;4299;(258.6, 4.3, 0.0);2
63820920360268;COL;4300;(258.6, 4.3, 0.0);2
63820920360727;COL;8381;(70.5, 4.3, 0.0);2
63820920367327;COL;4301;(258.6, 4.3, 0.0);2
63820920369469;COL;8383;(91.9, 32.1, 0.0);2
63820920372185;COL;8384;(59.8, 4.3, 0.0);2
63820920377602;COL;8385;(106.9, 32.1, 0.0);2
63820920383902;COL;8387;(106.9, 4.3, 0.0);2
63820920391468;COL;8388;(89.8, 32.1, 0.0);2
63820920396343;COL;4304;(239.3, 32.1, 0.0);2
63820920404668;COL;8390;(145.3, 32.1, 0.0);2
63820920408402;COL;8391;(121.8, 32.1, 0.0);2
63820920410668;COL;4306;(232.9, 4.3, 0.0);2
63820920412843;COL;4307;(232.9, 4.3, 0.0);2
63820920417268;COL;4308;(220.1, 32.1, 0.0);2
63820920419468;COL;4309;(267.1, 25.6, 0.0);2
63820920423443;COL;4310;(256.4, 32.1, 0.0);2
63820920425268;COL;4311;(218.0, 32.1, 0.0);2
63820920425968;COL;8392;(106.9, 32.1, 0.0);2
63820920427068;COL;4312;(235.1, 32.1, 0.0);2
63820920430068;COL;4313;(239.3, 32.1, 0.0);2
63820920435343;COL;8393;(130.4, 4.3, 0.0);2
63820920441068;COL;8394;(173.1, 32.1, 0.0);2
63820920442168;COL;4314;(230.8, 32.1, 0.0);2
63820920448068;COL;8395;(168.8, 32.1, 0.0);2
63820920451626;COL;4315;(262.9, 32.1, 0.0);2
63820920453468;COL;8396;(145.3, 4.3, 0.0);2
63820920457343;COL;8397;(119.7, 32.1, 0.0);2
63820920457485;COL;4316;(256.4, 32.1, 0.0);2
63820920459526;COL;8398;(145.3, 4.3, 0.0);2
63820920459943;COL;4318;(239.3, 4.3, 0.0);2
63820920461501;COL;8399;(149.6, 4.3, 0.0);2
63820920463443;COL;4319;(224.4, 32.1, 0.0);2
63820920468267;COL;8400;(123.9, 32.1, 0.0);2
63820920470401;COL;4320;(241.5, 32.1, 0.0);2
63820920471584;COL;8401;(149.6, 4.3, 0.0);2
63820920478343;COL;4323;(230.8, 32.1, 0.0);2
63820920480367;COL;4324;(235.1, 32.1, 0.0);2
63820920487468;COL;8403;(190.2, 32.1, 0.0);2
63820920488001;COL;4325;(203.0, 32.1, 0.0);2
63820920488426;COL;4326;(228.7, 32.1, 0.0);2
63820920491126;COL;8404;(179.5, 32.1, 0.0);2
63820920494726;COL;4328;(224.4, 32.1, 0.0);2
63820920497084;COL;4329;(237.2, 32.1, 0.0);2
63820920500526;COL;4330;(198.7, 32.1, 0.0);2
63820920502326;COL;4331;(192.3, 6.4, 0.0);2
63820920506084;COL;8406;(164.5, 4.3, 0.0);2
63820920510167;COL;4332;(237.2, 32.1, 0.0);2
63820920513084;COL;8407;(168.8, 2.1, 0.0);2
63820920514743;COL;4334;(192.3, 6.4, 0.0);2
63820920515526;COL;8408;(164.5, 4.3, 0.0);2
63820920516684;COL;4335;(198.7, 32.1, 0.0);2
63820920518243;COL;8409;(162.4, 32.1, 0.0);2
63820920522267;COL;8410;(179.5, 32.1, 0.0);2
63820920523985;COL;4337;(188.1, 32.1, 0.0);2
63820920525926;COL;4338;(190.2, 32.1, 0.0);2
63820920527368;COL;4339;(207.3, 4.3, 0.0);2
63820920529327;COL;8411;(162.4, 32.1, 0.0);2
63820920531526;COL;8412;(181.6, 32.1, 0.0);2
63820920534568;COL;8413;(209.4, 32.1, 0.0);2
63820920537326;COL;4340;(207.3, 32.1, 0.0);2
63820920544984;COL;8414;(168.8, 32.1, 0.0);2
63820920546301;COL;4342;(243.6, 32.1, 0.0);2
63820920552842;COL;4344;(213.7, 32.1, 0.0);2
63820920556567;COL;8415;(190.2, 32.1, 0.0);2
63820920556901;COL;4345;(213.7, 32.1, 0.0);2
63820920559667;COL;8416;(168.8, 32.1, 0.0);2
63820920564542;COL;4348;(203.0, 32.1, 0.0);2
63820920565401;COL;8417;(198.7, 4.3, 0.0);2
63820920570342;COL;8418;(192.3, 4.3, 0.0);2
63820920570901;COL;4349;(218.0, 32.1, 0.0);2
63820920574384;COL;8419;(192.3, 6.4, 0.0);2
63820920579084;COL;4351;(198.7, 32.1, 0.0);2
63820920584601;COL;8420;(192.3, 6.4, 0.0);2
63820920585625;COL;8421;(192.3, 4.3, 0.0);2
63820920588167;COL;4353;(247.9, 32.1, 0.0);2
63820920589968;COL;8422;(209.4, 32.1, 0.0);2
63820920592826;COL;8423;(200.9, 32.1, 0.0);2
63820920594884;COL;4354;(258.6, 4.3, 0.0);2
63820920603267;COL;8424;(218.0, 32.1, 0.0);2
63820920607825;COL;8425;(198.7, 4.3, 0.0);2
63820920613967;COL;8426;(226.5, 32.1, 0.0);2
63820920621483;COL;8429;(205.2, 32.1, 0.0);2
63820920629042;COL;4359;(258.6, 4.3, 0.0);2
63820920633967;COL;4360;(246.8, 6.2, 0.0);2
63820920637525;COL;8432;(237.2, 32.1, 0.0);2
63820920639625;COL;4361;(247.9, 32.1, 0.0);2
63820920642100;COL;4362;(264.3, 4.8, 0.0);2
63820920652100;COL;8433;(260.7, 4.8, 0.0);2
63820920660000;COL;8434;(260.2, 4.8, 0.0);2
63820920662026;COL;8435;(260.2, 4.8, 0.0);2
63820920662942;COL;4363;(235.1, 32.1, 0.0);2
63820920673267;COL;4366;(243.6, 4.3, 0.0);2
63820920683342;COL;4367;(258.6, 4.3, 0.0);2
63820920685700;COL;4368;(252.2, 32.1, 0.0);2
63820920687342;COL;4369;(258.6, 4.3, 0.0);2
63820920696827;COL;4370;(256.9, 4.8, 0.0);2
63820920699300;COL;8438;(252.2, 4.3, 0.0);2
63820920702483;COL;4371;(258.6, 4.3, 0.0);2
63820920714542;COL;4374;(252.2, 4.3, 0.0);2
63820920718526;COL;8439;(252.2, 4.3, 0.0);2
63820920718584;COL;4375;(255.6, 4.8, 0.0);2
63820920721567;COL;4376;(252.2, 4.3, 0.0);2
63820920724567;COL;4377;(252.2, 4.3, 0.0);2
63820920726109;COL;8441;(245.8, 32.1, 0.0);2
63820920727625;COL;4378;(252.2, 4.3, 0.0);2
63820920734883;COL;8443;(252.2, 32.1, 0.0);2
63820920741983;COL;4379;(215.8, 32.1, 0.0);2
63820920742608;COL;8444;(243.6, 4.3, 0.0);2
63820920744025;COL;4380;(200.9, 32.1, 0.0);2
63820920746325;COL;4381;(228.7, 32.1, 0.0);2
63820920747766;COL;8445;(250.0, 4.3, 0.0);2
63820920749541;COL;4382;(196.6, 32.1, 0.0);2
63820920751708;COL;8446;(267.1, 8.5, 0.0);2
63820920755466;COL;4385;(198.7, 32.1, 0.0);2
63820920764125;COL;8449;(256.4, 32.1, 0.0);2
63820920767983;COL;4388;(192.3, 6.4, 0.0);2
63820920772108;COL;4390;(218.0, 32.1, 0.0);2
63820920773166;COL;8450;(237.2, 32.1, 0.0);2
63820920774042;COL;4391;(192.3, 6.4, 0.0);2
63820920775125;COL;8451;(243.6, 32.1, 0.0);2
63820920777008;COL;8452;(243.6, 4.3, 0.0);2
63820920778408;COL;4392;(213.7, 32.1, 0.0);2
63820920780209;COL;8453;(250.0, 32.1, 0.0);2
63820920782408;COL;8454;(260.7, 32.1, 0.0);2
63820920784466;COL;4393;(192.3, 32.1, 0.0);2
63820920786968;COL;4394;(207.3, 4.3, 0.0);2
63820920791308;COL;8455;(231.2, 12.3, 0.0);2
63820920791766;COL;4395;(196.6, 32.1, 0.0);2
63820920793925;COL;4396;(203.0, 32.1, 0.0);2
63820920795667;COL;4397;(209.4, 32.1, 0.0);2
63820920804367;COL;8457;(256.4, 32.1, 0.0);2
63820920805366;COL;4399;(203.0, 32.1, 0.0);2
63820920806825;COL;4400;(183.8, 32.1, 0.0);2
63820920809141;COL;8458;(258.6, 4.3, 0.0);2
63820920817408;COL;4402;(254.3, 32.1, 0.0);2
63820920828408;COL;8461;(252.2, 4.3, 0.0);2
63820920833983;COL;4405;(237.2, 32.1, 0.0);2
63820920834641;COL;8462;(250.0, 32.1, 0.0);2
63820920838366;COL;8464;(252.2, 4.3, 0.0);2
63820920847666;COL;4406;(241.5, 32.1, 0.0);2
63820920852683;COL;4408;(247.9, 32.1, 0.0);2
63820920856107;COL;8466;(265.0, 32.1, 0.0);2
63820920856508;COL;8467;(246.6, 4.8, 0.0);2
63820920863308;COL;4409;(267.1, 6.4, 0.0);2
63820920865483;COL;4410;(243.6, 4.3, 0.0);2
63820920869782;COL;4411;(245.8, 32.1, 0.0);2
63820920872741;COL;4412;(267.1, 17.1, 0.0);2
63820920875241;COL;4413;(222.2, 32.1, 0.0);2
63820920876608;COL;8469;(252.2, 4.3, 0.0);2
63820920878066;COL;4414;(267.1, 27.8, 0.0);2
63820920879640;COL;8470;(252.2, 4.3, 0.0);2
63820920883624;COL;4415;(258.6, 4.3, 0.0);2
63820920886082;COL;8472;(267.1, 21.4, 0.0);2
63820920888465;COL;8473;(215.8, 32.1, 0.0);2
63820920890024;COL;8474;(241.5, 32.1, 0.0);2
63820920891824;COL;4416;(243.6, 4.3, 0.0);2
63820920893041;COL;8475;(237.2, 32.1, 0.0);2
63820920895383;COL;8476;(220.1, 32.1, 0.0);2
63820920898766;COL;4417;(258.6, 4.3, 0.0);2
63820920905124;COL;8478;(243.6, 32.1, 0.0);2
63820920905807;COL;4418;(258.6, 4.3, 0.0);2
63820920909507;COL;8479;(260.7, 32.1, 0.0);2
63820920909966;COL;8480;(239.3, 4.3, 0.0);2
63820920910808;COL;4419;(258.6, 4.3, 0.0);2
63820920916466;COL;4420;(245.2, 12.9, 0.0);2
63820920920866;COL;4421;(252.2, 4.3, 0.0);2
63820920921024;COL;8481;(250.0, 4.3, 0.0);2
63820920922240;COL;4422;(248.3, 11.1, 0.0);2
63820920925324;COL;8482;(247.9, 32.1, 0.0);2
63820920927040;COL;8483;(243.6, 4.3, 0.0);2
63820920933165;COL;8485;(245.8, 2.1, 0.0);2
63820920937782;COL;4425;(220.1, 32.1, 0.0);2
63820920944782;COL;4426;(267.1, 27.8, 0.0);2
63820920946266;COL;8487;(260.7, 2.1, 0.0);2
63820920950007;COL;4427;(239.3, 4.3, 0.0);2
63820920961607;COL;8490;(258.6, 4.3, 0.0);2
63820920971666;COL;8493;(258.6, 4.3, 0.0);2
63820920974924;COL;4428;(224.4, 32.1, 0.0);2
63820920980207;COL;4430;(250.0, 4.3, 0.0);2
63820920983307;COL;8495;(235.1, 32.1, 0.0);2
63820920983407;COL;4431;(250.0, 4.3, 0.0);2
63820920984765;COL;8496;(258.6, 4.3, 0.0);2
63820920987765;COL;4432;(267.1, 27.8, 0.0);2
